,FILTER,EXP-TIME,DATE-OBS,XBINNING,IMAGE-NAME
288,R,20.0,2019-06-03T00:54:59,2,1998OH_20s_b2x2-289_R.fit
289,R,20.0,2019-06-03T00:55:22,2,1998OH_20s_b2x2-290_R.fit
290,R,20.0,2019-06-03T00:55:45,2,1998OH_20s_b2x2-291_R.fit
291,R,20.0,2019-06-03T00:56:07,2,1998OH_20s_b2x2-292_R.fit
292,R,20.0,2019-06-03T00:56:30,2,1998OH_20s_b2x2-293_R.fit
293,R,20.0,2019-06-03T00:56:53,2,1998OH_20s_b2x2-294_R.fit
294,R,20.0,2019-06-03T00:57:16,2,1998OH_20s_b2x2-295_R.fit
295,R,20.0,2019-06-03T00:57:39,2,1998OH_20s_b2x2-296_R.fit
296,R,20.0,2019-06-03T00:58:02,2,1998OH_20s_b2x2-297_R.fit
297,R,20.0,2019-06-03T00:58:25,2,1998OH_20s_b2x2-298_R.fit
298,R,20.0,2019-06-03T00:58:48,2,1998OH_20s_b2x2-299_R.fit
299,R,20.0,2019-06-03T00:59:12,2,1998OH_20s_b2x2-300_R.fit
300,R,20.0,2019-06-03T00:59:36,2,1998OH_20s_b2x2-301_R.fit
301,R,20.0,2019-06-03T01:00:00,2,1998OH_20s_b2x2-302_R.fit
302,R,20.0,2019-06-03T01:00:22,2,1998OH_20s_b2x2-303_R.fit
303,R,20.0,2019-06-03T01:00:45,2,1998OH_20s_b2x2-304_R.fit
304,R,20.0,2019-06-03T01:01:08,2,1998OH_20s_b2x2-305_R.fit
305,R,20.0,2019-06-03T01:01:31,2,1998OH_20s_b2x2-306_R.fit
306,R,20.0,2019-06-03T01:01:55,2,1998OH_20s_b2x2-307_R.fit
307,R,20.0,2019-06-03T01:02:17,2,1998OH_20s_b2x2-308_R.fit
308,R,20.0,2019-06-03T01:02:40,2,1998OH_20s_b2x2-309_R.fit
309,R,20.0,2019-06-03T01:03:02,2,1998OH_20s_b2x2-310_R.fit
310,R,20.0,2019-06-03T01:03:24,2,1998OH_20s_b2x2-311_R.fit
311,R,20.0,2019-06-03T01:03:46,2,1998OH_20s_b2x2-312_R.fit
312,R,20.0,2019-06-03T01:04:09,2,1998OH_20s_b2x2-313_R.fit
313,R,20.0,2019-06-03T01:04:32,2,1998OH_20s_b2x2-314_R.fit
314,R,20.0,2019-06-03T01:04:55,2,1998OH_20s_b2x2-315_R.fit
315,R,20.0,2019-06-03T01:05:19,2,1998OH_20s_b2x2-316_R.fit
316,R,20.0,2019-06-03T01:05:41,2,1998OH_20s_b2x2-317_R.fit
317,R,20.0,2019-06-03T01:06:04,2,1998OH_20s_b2x2-318_R.fit
318,R,20.0,2019-06-03T01:07:33,2,1998OH_20s_b2x2-319_R.fit
319,R,20.0,2019-06-03T01:07:56,2,1998OH_20s_b2x2-320_R.fit
320,R,20.0,2019-06-03T01:10:09,2,1998OH_20s_b2x2-321_R.fit
321,R,20.0,2019-06-03T01:10:32,2,1998OH_20s_b2x2-322_R.fit
322,R,20.0,2019-06-03T01:10:54,2,1998OH_20s_b2x2-323_R.fit
323,R,20.0,2019-06-03T01:11:17,2,1998OH_20s_b2x2-324_R.fit
324,R,20.0,2019-06-03T01:11:41,2,1998OH_20s_b2x2-325_R.fit
325,R,20.0,2019-06-03T01:12:04,2,1998OH_20s_b2x2-326_R.fit
326,R,20.0,2019-06-03T01:12:27,2,1998OH_20s_b2x2-327_R.fit
327,R,20.0,2019-06-03T01:12:50,2,1998OH_20s_b2x2-328_R.fit
328,R,20.0,2019-06-03T01:13:13,2,1998OH_20s_b2x2-329_R.fit
329,R,20.0,2019-06-03T01:13:36,2,1998OH_20s_b2x2-330_R.fit
330,R,20.0,2019-06-03T01:13:59,2,1998OH_20s_b2x2-331_R.fit
331,R,20.0,2019-06-03T01:14:21,2,1998OH_20s_b2x2-332_R.fit
332,R,20.0,2019-06-03T01:14:43,2,1998OH_20s_b2x2-333_R.fit
333,R,20.0,2019-06-03T01:15:05,2,1998OH_20s_b2x2-334_R.fit
334,R,20.0,2019-06-03T01:15:28,2,1998OH_20s_b2x2-335_R.fit
335,R,20.0,2019-06-03T01:15:50,2,1998OH_20s_b2x2-336_R.fit
336,R,20.0,2019-06-03T01:16:13,2,1998OH_20s_b2x2-337_R.fit
337,R,20.0,2019-06-03T01:16:35,2,1998OH_20s_b2x2-338_R.fit
338,R,20.0,2019-06-03T01:16:57,2,1998OH_20s_b2x2-339_R.fit
339,R,20.0,2019-06-03T01:17:19,2,1998OH_20s_b2x2-340_R.fit
340,R,20.0,2019-06-03T01:17:43,2,1998OH_20s_b2x2-341_R.fit
341,R,20.0,2019-06-03T01:18:05,2,1998OH_20s_b2x2-342_R.fit
342,R,20.0,2019-06-03T01:18:28,2,1998OH_20s_b2x2-343_R.fit
343,R,20.0,2019-06-03T01:18:51,2,1998OH_20s_b2x2-344_R.fit
344,R,20.0,2019-06-03T01:19:13,2,1998OH_20s_b2x2-345_R.fit
345,R,20.0,2019-06-03T01:19:36,2,1998OH_20s_b2x2-346_R.fit
346,R,20.0,2019-06-03T01:19:59,2,1998OH_20s_b2x2-347_R.fit
347,R,20.0,2019-06-03T01:20:22,2,1998OH_20s_b2x2-348_R.fit
348,R,20.0,2019-06-03T01:20:45,2,1998OH_20s_b2x2-349_R.fit
349,R,20.0,2019-06-03T01:21:08,2,1998OH_20s_b2x2-350_R.fit
350,R,20.0,2019-06-03T01:21:31,2,1998OH_20s_b2x2-351_R.fit
351,R,20.0,2019-06-03T01:21:52,2,1998OH_20s_b2x2-352_R.fit
352,R,20.0,2019-06-03T01:22:15,2,1998OH_20s_b2x2-353_R.fit
353,R,20.0,2019-06-03T01:22:37,2,1998OH_20s_b2x2-354_R.fit
354,R,20.0,2019-06-03T01:23:00,2,1998OH_20s_b2x2-355_R.fit
355,R,20.0,2019-06-03T01:23:23,2,1998OH_20s_b2x2-356_R.fit
356,R,20.0,2019-06-03T01:23:44,2,1998OH_20s_b2x2-357_R.fit
357,R,20.0,2019-06-03T01:24:07,2,1998OH_20s_b2x2-358_R.fit
358,R,20.0,2019-06-03T01:24:30,2,1998OH_20s_b2x2-359_R.fit
359,R,20.0,2019-06-03T01:24:52,2,1998OH_20s_b2x2-360_R.fit
360,R,20.0,2019-06-03T01:25:14,2,1998OH_20s_b2x2-361_R.fit
361,R,20.0,2019-06-03T01:25:36,2,1998OH_20s_b2x2-362_R.fit
362,R,20.0,2019-06-03T01:25:59,2,1998OH_20s_b2x2-363_R.fit
363,R,20.0,2019-06-03T01:26:21,2,1998OH_20s_b2x2-364_R.fit
364,R,20.0,2019-06-03T01:26:44,2,1998OH_20s_b2x2-365_R.fit
365,R,20.0,2019-06-03T01:27:06,2,1998OH_20s_b2x2-366_R.fit
366,R,20.0,2019-06-03T01:27:29,2,1998OH_20s_b2x2-367_R.fit
367,R,20.0,2019-06-03T01:27:52,2,1998OH_20s_b2x2-368_R.fit
368,R,20.0,2019-06-03T01:28:14,2,1998OH_20s_b2x2-369_R.fit
369,R,20.0,2019-06-03T01:28:37,2,1998OH_20s_b2x2-370_R.fit
370,R,20.0,2019-06-03T01:28:59,2,1998OH_20s_b2x2-371_R.fit
371,R,20.0,2019-06-03T01:29:22,2,1998OH_20s_b2x2-372_R.fit
372,R,20.0,2019-06-03T01:29:44,2,1998OH_20s_b2x2-373_R.fit
373,R,20.0,2019-06-03T01:30:07,2,1998OH_20s_b2x2-374_R.fit
374,R,20.0,2019-06-03T01:30:30,2,1998OH_20s_b2x2-375_R.fit
375,R,20.0,2019-06-03T01:30:52,2,1998OH_20s_b2x2-376_R.fit
376,R,20.0,2019-06-03T01:31:15,2,1998OH_20s_b2x2-377_R.fit
377,R,20.0,2019-06-03T01:31:37,2,1998OH_20s_b2x2-378_R.fit
378,R,20.0,2019-06-03T01:32:00,2,1998OH_20s_b2x2-379_R.fit
379,R,20.0,2019-06-03T01:32:22,2,1998OH_20s_b2x2-380_R.fit
380,R,90.0,2019-06-03T01:55:46,2,3188_90s_b2x2-001_R.fit
381,R,90.0,2019-06-03T01:57:20,2,3188_90s_b2x2-002_R.fit
382,R,90.0,2019-06-03T01:58:52,2,3188_90s_b2x2-003_R.fit
383,R,90.0,2019-06-03T02:00:25,2,3188_90s_b2x2-004_R.fit
384,R,90.0,2019-06-03T02:01:56,2,3188_90s_b2x2-005_R.fit
385,R,90.0,2019-06-03T02:03:28,2,3188_90s_b2x2-006_R.fit
386,R,90.0,2019-06-03T02:05:01,2,3188_90s_b2x2-007_R.fit
387,R,90.0,2019-06-03T02:06:34,2,3188_90s_b2x2-008_R.fit
388,R,90.0,2019-06-03T02:08:08,2,3188_90s_b2x2-009_R.fit
389,R,90.0,2019-06-03T02:09:41,2,3188_90s_b2x2-010_R.fit
390,R,90.0,2019-06-03T02:11:14,2,3188_90s_b2x2-011_R.fit
391,R,90.0,2019-06-03T02:12:47,2,3188_90s_b2x2-012_R.fit
392,R,90.0,2019-06-03T02:14:20,2,3188_90s_b2x2-013_R.fit
393,R,90.0,2019-06-03T02:15:52,2,3188_90s_b2x2-014_R.fit
394,R,90.0,2019-06-03T02:17:26,2,3188_90s_b2x2-015_R.fit
395,R,90.0,2019-06-03T02:18:59,2,3188_90s_b2x2-016_R.fit
396,R,90.0,2019-06-03T02:20:32,2,3188_90s_b2x2-017_R.fit
397,R,90.0,2019-06-03T02:22:05,2,3188_90s_b2x2-018_R.fit
398,R,90.0,2019-06-03T02:23:38,2,3188_90s_b2x2-019_R.fit
399,R,90.0,2019-06-03T02:25:10,2,3188_90s_b2x2-020_R.fit
400,R,90.0,2019-06-03T02:27:50,2,3188_90s_b2x2-021_R.fit
401,R,90.0,2019-06-03T02:29:22,2,3188_90s_b2x2-022_R.fit
402,R,90.0,2019-06-03T02:30:55,2,3188_90s_b2x2-023_R.fit
403,R,90.0,2019-06-03T02:32:27,2,3188_90s_b2x2-024_R.fit
404,R,90.0,2019-06-03T02:34:00,2,3188_90s_b2x2-025_R.fit
405,R,90.0,2019-06-03T02:35:32,2,3188_90s_b2x2-026_R.fit
406,R,90.0,2019-06-03T02:37:05,2,3188_90s_b2x2-027_R.fit
407,R,90.0,2019-06-03T02:38:37,2,3188_90s_b2x2-028_R.fit
408,R,90.0,2019-06-03T02:46:59,2,3188_90s_b2x2-029_R.fit
409,R,90.0,2019-06-03T02:48:31,2,3188_90s_b2x2-030_R.fit
410,R,90.0,2019-06-03T02:50:05,2,3188_90s_b2x2-031_R.fit
411,R,90.0,2019-06-03T02:51:37,2,3188_90s_b2x2-032_R.fit
412,R,90.0,2019-06-03T02:53:10,2,3188_90s_b2x2-033_R.fit
413,R,90.0,2019-06-03T02:54:43,2,3188_90s_b2x2-034_R.fit
414,R,90.0,2019-06-03T02:56:15,2,3188_90s_b2x2-035_R.fit
415,R,90.0,2019-06-03T02:57:48,2,3188_90s_b2x2-036_R.fit
416,R,90.0,2019-06-03T02:59:21,2,3188_90s_b2x2-037_R.fit
417,R,90.0,2019-06-03T03:00:53,2,3188_90s_b2x2-038_R.fit
418,R,90.0,2019-06-03T03:02:26,2,3188_90s_b2x2-039_R.fit
419,R,90.0,2019-06-03T03:03:58,2,3188_90s_b2x2-040_R.fit
420,R,90.0,2019-06-03T03:05:30,2,3188_90s_b2x2-041_R.fit
421,R,90.0,2019-06-03T03:07:03,2,3188_90s_b2x2-042_R.fit
422,R,90.0,2019-06-03T03:08:35,2,3188_90s_b2x2-043_R.fit
423,R,90.0,2019-06-03T03:10:08,2,3188_90s_b2x2-044_R.fit
424,R,90.0,2019-06-03T03:39:19,2,3188_90s_b2x2-045_R.fit
0,R,90.0,2019-06-04T03:00:50,2,1459_90s_b2x2-001_R.fit
1,R,90.0,2019-06-04T03:02:24,2,1459_90s_b2x2-002_R.fit
2,R,90.0,2019-06-04T03:03:57,2,1459_90s_b2x2-003_R.fit
3,R,90.0,2019-06-04T03:05:30,2,1459_90s_b2x2-004_R.fit
4,R,90.0,2019-06-04T03:21:34,2,1459_90s_b2x2-005_R.fit
5,R,90.0,2019-06-04T03:23:07,2,1459_90s_b2x2-006_R.fit
6,R,90.0,2019-06-04T03:24:42,2,1459_90s_b2x2-007_R.fit
7,R,90.0,2019-06-04T03:26:15,2,1459_90s_b2x2-008_R.fit
8,R,90.0,2019-06-04T03:27:48,2,1459_90s_b2x2-009_R.fit
9,R,90.0,2019-06-04T03:29:20,2,1459_90s_b2x2-010_R.fit
10,R,90.0,2019-06-04T03:30:53,2,1459_90s_b2x2-011_R.fit
11,R,90.0,2019-06-04T03:32:26,2,1459_90s_b2x2-012_R.fit
12,R,90.0,2019-06-04T03:33:58,2,1459_90s_b2x2-013_R.fit
13,R,90.0,2019-06-04T03:35:31,2,1459_90s_b2x2-014_R.fit
14,R,90.0,2019-06-04T03:37:04,2,1459_90s_b2x2-015_R.fit
15,R,90.0,2019-06-04T03:38:36,2,1459_90s_b2x2-016_R.fit
16,R,90.0,2019-06-04T03:40:08,2,1459_90s_b2x2-017_R.fit
17,R,90.0,2019-06-04T03:41:40,2,1459_90s_b2x2-018_R.fit
18,R,90.0,2019-06-04T03:43:16,2,1459_90s_b2x2-019_R.fit
19,R,90.0,2019-06-04T03:44:49,2,1459_90s_b2x2-020_R.fit
20,R,90.0,2019-06-04T03:46:22,2,1459_90s_b2x2-021_R.fit
21,R,90.0,2019-06-04T03:47:55,2,1459_90s_b2x2-022_R.fit
22,R,90.0,2019-06-04T03:49:29,2,1459_90s_b2x2-023_R.fit
23,R,90.0,2019-06-04T03:51:03,2,1459_90s_b2x2-024_R.fit
24,R,90.0,2019-06-04T03:52:36,2,1459_90s_b2x2-025_R.fit
25,R,90.0,2019-06-04T03:54:09,2,1459_90s_b2x2-026_R.fit
26,R,90.0,2019-06-04T03:55:42,2,1459_90s_b2x2-027_R.fit
27,R,90.0,2019-06-04T03:57:15,2,1459_90s_b2x2-028_R.fit
28,R,90.0,2019-06-04T03:58:48,2,1459_90s_b2x2-029_R.fit
29,R,90.0,2019-06-04T04:00:21,2,1459_90s_b2x2-030_R.fit
30,R,90.0,2019-06-04T04:01:54,2,1459_90s_b2x2-031_R.fit
31,R,90.0,2019-06-04T04:03:27,2,1459_90s_b2x2-032_R.fit
32,R,90.0,2019-06-04T04:14:16,2,1459_90s_b2x2-033_R.fit
33,R,90.0,2019-06-04T04:26:36,2,1459_90s_b2x2-034_R.fit
34,R,90.0,2019-06-04T04:28:09,2,1459_90s_b2x2-035_R.fit
35,R,90.0,2019-06-04T04:29:42,2,1459_90s_b2x2-036_R.fit
36,R,90.0,2019-06-04T04:34:36,2,1459_90s_b2x2-037_R.fit
37,R,90.0,2019-06-04T04:36:09,2,1459_90s_b2x2-038_R.fit
38,R,90.0,2019-06-04T04:37:42,2,1459_90s_b2x2-039_R.fit
39,R,90.0,2019-06-04T04:39:15,2,1459_90s_b2x2-040_R.fit
40,R,90.0,2019-06-04T04:42:57,2,1459_90s_b2x2-041_R.fit
41,R,90.0,2019-06-04T04:44:29,2,1459_90s_b2x2-042_R.fit
42,R,20.0,2019-06-03T21:58:46,2,1998OH_20s_b2x2-001_R.fit
43,R,20.0,2019-06-03T21:59:10,2,1998OH_20s_b2x2-002_R.fit
44,R,20.0,2019-06-03T21:59:34,2,1998OH_20s_b2x2-003_R.fit
45,R,20.0,2019-06-03T21:59:57,2,1998OH_20s_b2x2-004_R.fit
46,R,20.0,2019-06-03T22:00:20,2,1998OH_20s_b2x2-005_R.fit
47,R,20.0,2019-06-03T22:00:44,2,1998OH_20s_b2x2-006_R.fit
48,R,20.0,2019-06-03T22:01:07,2,1998OH_20s_b2x2-007_R.fit
49,R,20.0,2019-06-03T22:01:30,2,1998OH_20s_b2x2-008_R.fit
50,R,20.0,2019-06-03T22:01:54,2,1998OH_20s_b2x2-009_R.fit
51,R,20.0,2019-06-03T22:02:18,2,1998OH_20s_b2x2-010_R.fit
52,R,20.0,2019-06-03T22:02:41,2,1998OH_20s_b2x2-011_R.fit
53,R,20.0,2019-06-03T22:03:05,2,1998OH_20s_b2x2-012_R.fit
54,R,20.0,2019-06-03T22:03:29,2,1998OH_20s_b2x2-013_R.fit
55,R,20.0,2019-06-03T22:03:51,2,1998OH_20s_b2x2-014_R.fit
56,R,20.0,2019-06-03T22:04:14,2,1998OH_20s_b2x2-015_R.fit
57,R,20.0,2019-06-03T22:04:37,2,1998OH_20s_b2x2-016_R.fit
58,R,20.0,2019-06-03T22:05:00,2,1998OH_20s_b2x2-017_R.fit
59,R,20.0,2019-06-03T22:05:23,2,1998OH_20s_b2x2-018_R.fit
60,R,20.0,2019-06-03T22:05:47,2,1998OH_20s_b2x2-019_R.fit
61,R,20.0,2019-06-03T22:06:11,2,1998OH_20s_b2x2-020_R.fit
62,R,20.0,2019-06-03T22:06:34,2,1998OH_20s_b2x2-021_R.fit
63,R,20.0,2019-06-03T22:06:57,2,1998OH_20s_b2x2-022_R.fit
64,R,20.0,2019-06-03T22:07:19,2,1998OH_20s_b2x2-023_R.fit
65,R,20.0,2019-06-03T22:07:43,2,1998OH_20s_b2x2-024_R.fit
66,R,20.0,2019-06-03T22:08:06,2,1998OH_20s_b2x2-025_R.fit
67,R,20.0,2019-06-03T22:08:31,2,1998OH_20s_b2x2-026_R.fit
68,R,20.0,2019-06-03T22:08:54,2,1998OH_20s_b2x2-027_R.fit
69,R,20.0,2019-06-03T22:09:17,2,1998OH_20s_b2x2-028_R.fit
70,R,20.0,2019-06-03T22:09:40,2,1998OH_20s_b2x2-029_R.fit
71,R,20.0,2019-06-03T22:10:03,2,1998OH_20s_b2x2-030_R.fit
72,R,20.0,2019-06-03T22:10:26,2,1998OH_20s_b2x2-031_R.fit
73,R,20.0,2019-06-03T22:10:49,2,1998OH_20s_b2x2-032_R.fit
74,R,20.0,2019-06-03T22:11:14,2,1998OH_20s_b2x2-033_R.fit
75,R,20.0,2019-06-03T22:11:36,2,1998OH_20s_b2x2-034_R.fit
76,R,20.0,2019-06-03T23:18:28,2,1998OH_20s_b2x2-035_R.fit
77,R,20.0,2019-06-03T23:18:51,2,1998OH_20s_b2x2-036_R.fit
78,R,20.0,2019-06-03T23:19:16,2,1998OH_20s_b2x2-037_R.fit
79,R,20.0,2019-06-03T23:19:39,2,1998OH_20s_b2x2-038_R.fit
80,R,20.0,2019-06-03T23:20:01,2,1998OH_20s_b2x2-039_R.fit
81,R,20.0,2019-06-03T23:20:23,2,1998OH_20s_b2x2-040_R.fit
82,R,20.0,2019-06-03T23:20:45,2,1998OH_20s_b2x2-041_R.fit
83,R,20.0,2019-06-03T23:21:08,2,1998OH_20s_b2x2-042_R.fit
84,R,20.0,2019-06-03T23:21:31,2,1998OH_20s_b2x2-043_R.fit
85,R,20.0,2019-06-03T23:21:54,2,1998OH_20s_b2x2-044_R.fit
86,R,20.0,2019-06-03T23:22:17,2,1998OH_20s_b2x2-045_R.fit
87,R,20.0,2019-06-03T23:22:39,2,1998OH_20s_b2x2-046_R.fit
88,R,20.0,2019-06-03T23:23:02,2,1998OH_20s_b2x2-047_R.fit
89,R,20.0,2019-06-04T00:05:48,2,1998OH_20s_b2x2-048_R.fit
90,R,20.0,2019-06-04T00:06:11,2,1998OH_20s_b2x2-049_R.fit
91,R,20.0,2019-06-04T00:06:33,2,1998OH_20s_b2x2-050_R.fit
92,R,20.0,2019-06-04T00:06:55,2,1998OH_20s_b2x2-051_R.fit
93,R,20.0,2019-06-04T00:07:18,2,1998OH_20s_b2x2-052_R.fit
94,R,20.0,2019-06-04T00:07:39,2,1998OH_20s_b2x2-053_R.fit
95,R,20.0,2019-06-04T00:08:02,2,1998OH_20s_b2x2-054_R.fit
96,R,20.0,2019-06-04T00:08:24,2,1998OH_20s_b2x2-055_R.fit
97,R,20.0,2019-06-04T00:08:46,2,1998OH_20s_b2x2-056_R.fit
98,R,20.0,2019-06-04T00:09:09,2,1998OH_20s_b2x2-057_R.fit
99,R,20.0,2019-06-04T00:09:31,2,1998OH_20s_b2x2-058_R.fit
100,R,20.0,2019-06-04T00:09:54,2,1998OH_20s_b2x2-059_R.fit
101,R,20.0,2019-06-04T00:10:17,2,1998OH_20s_b2x2-060_R.fit
102,R,20.0,2019-06-04T00:10:40,2,1998OH_20s_b2x2-061_R.fit
103,R,20.0,2019-06-04T00:11:03,2,1998OH_20s_b2x2-062_R.fit
104,R,20.0,2019-06-04T00:11:26,2,1998OH_20s_b2x2-063_R.fit
105,R,20.0,2019-06-04T00:11:49,2,1998OH_20s_b2x2-064_R.fit
106,R,20.0,2019-06-04T00:12:12,2,1998OH_20s_b2x2-065_R.fit
107,R,20.0,2019-06-04T00:12:35,2,1998OH_20s_b2x2-066_R.fit
108,R,20.0,2019-06-04T00:12:58,2,1998OH_20s_b2x2-067_R.fit
109,R,20.0,2019-06-04T00:13:21,2,1998OH_20s_b2x2-068_R.fit
110,R,20.0,2019-06-04T00:13:45,2,1998OH_20s_b2x2-069_R.fit
111,R,20.0,2019-06-04T00:14:09,2,1998OH_20s_b2x2-070_R.fit
112,R,20.0,2019-06-04T00:14:32,2,1998OH_20s_b2x2-071_R.fit
113,R,20.0,2019-06-04T00:14:55,2,1998OH_20s_b2x2-072_R.fit
114,R,20.0,2019-06-04T00:15:19,2,1998OH_20s_b2x2-073_R.fit
115,R,20.0,2019-06-04T00:15:42,2,1998OH_20s_b2x2-074_R.fit
116,R,20.0,2019-06-04T00:16:05,2,1998OH_20s_b2x2-075_R.fit
117,R,20.0,2019-06-04T00:16:28,2,1998OH_20s_b2x2-076_R.fit
118,R,20.0,2019-06-04T00:16:51,2,1998OH_20s_b2x2-077_R.fit
119,R,20.0,2019-06-04T00:17:14,2,1998OH_20s_b2x2-078_R.fit
120,R,20.0,2019-06-04T00:17:37,2,1998OH_20s_b2x2-079_R.fit
121,R,20.0,2019-06-04T00:18:00,2,1998OH_20s_b2x2-080_R.fit
122,R,20.0,2019-06-04T00:18:23,2,1998OH_20s_b2x2-081_R.fit
123,R,20.0,2019-06-04T00:18:47,2,1998OH_20s_b2x2-082_R.fit
124,R,20.0,2019-06-04T00:19:11,2,1998OH_20s_b2x2-083_R.fit
125,R,20.0,2019-06-04T00:19:34,2,1998OH_20s_b2x2-084_R.fit
126,R,20.0,2019-06-04T00:19:56,2,1998OH_20s_b2x2-085_R.fit
127,R,20.0,2019-06-04T00:20:20,2,1998OH_20s_b2x2-086_R.fit
128,R,20.0,2019-06-04T00:20:43,2,1998OH_20s_b2x2-087_R.fit
129,R,20.0,2019-06-04T00:21:05,2,1998OH_20s_b2x2-088_R.fit
130,R,20.0,2019-06-04T00:21:28,2,1998OH_20s_b2x2-089_R.fit
131,R,20.0,2019-06-04T00:21:51,2,1998OH_20s_b2x2-090_R.fit
132,R,20.0,2019-06-04T00:22:13,2,1998OH_20s_b2x2-091_R.fit
133,R,20.0,2019-06-04T00:22:36,2,1998OH_20s_b2x2-092_R.fit
134,R,20.0,2019-06-04T00:22:58,2,1998OH_20s_b2x2-093_R.fit
135,R,20.0,2019-06-04T00:23:22,2,1998OH_20s_b2x2-094_R.fit
136,R,20.0,2019-06-04T00:23:46,2,1998OH_20s_b2x2-095_R.fit
137,R,20.0,2019-06-04T00:24:09,2,1998OH_20s_b2x2-096_R.fit
138,R,20.0,2019-06-04T00:24:32,2,1998OH_20s_b2x2-097_R.fit
139,R,20.0,2019-06-04T00:24:55,2,1998OH_20s_b2x2-098_R.fit
140,R,20.0,2019-06-04T00:25:18,2,1998OH_20s_b2x2-099_R.fit
141,R,20.0,2019-06-04T00:25:41,2,1998OH_20s_b2x2-100_R.fit
142,R,20.0,2019-06-04T00:26:04,2,1998OH_20s_b2x2-101_R.fit
143,R,20.0,2019-06-04T00:26:27,2,1998OH_20s_b2x2-102_R.fit
144,R,20.0,2019-06-04T00:26:51,2,1998OH_20s_b2x2-103_R.fit
145,R,20.0,2019-06-04T00:27:14,2,1998OH_20s_b2x2-104_R.fit
146,R,20.0,2019-06-04T00:27:37,2,1998OH_20s_b2x2-105_R.fit
147,R,20.0,2019-06-04T00:28:01,2,1998OH_20s_b2x2-106_R.fit
148,R,20.0,2019-06-04T00:28:23,2,1998OH_20s_b2x2-107_R.fit
149,R,20.0,2019-06-04T00:28:46,2,1998OH_20s_b2x2-108_R.fit
150,R,20.0,2019-06-04T00:29:09,2,1998OH_20s_b2x2-109_R.fit
151,R,20.0,2019-06-04T00:29:32,2,1998OH_20s_b2x2-110_R.fit
152,R,20.0,2019-06-04T00:29:55,2,1998OH_20s_b2x2-111_R.fit
153,R,20.0,2019-06-04T00:30:18,2,1998OH_20s_b2x2-112_R.fit
154,R,20.0,2019-06-04T00:30:42,2,1998OH_20s_b2x2-113_R.fit
155,R,20.0,2019-06-04T00:31:05,2,1998OH_20s_b2x2-114_R.fit
156,R,20.0,2019-06-04T00:31:28,2,1998OH_20s_b2x2-115_R.fit
157,R,20.0,2019-06-04T00:31:51,2,1998OH_20s_b2x2-116_R.fit
158,R,20.0,2019-06-04T00:32:15,2,1998OH_20s_b2x2-117_R.fit
159,R,20.0,2019-06-04T00:32:38,2,1998OH_20s_b2x2-118_R.fit
160,R,20.0,2019-06-04T00:33:00,2,1998OH_20s_b2x2-119_R.fit
161,R,20.0,2019-06-04T00:33:23,2,1998OH_20s_b2x2-120_R.fit
162,R,20.0,2019-06-04T00:33:46,2,1998OH_20s_b2x2-121_R.fit
163,R,20.0,2019-06-04T00:34:09,2,1998OH_20s_b2x2-122_R.fit
164,R,20.0,2019-06-04T00:34:32,2,1998OH_20s_b2x2-123_R.fit
165,R,20.0,2019-06-04T00:34:56,2,1998OH_20s_b2x2-124_R.fit
166,R,20.0,2019-06-04T00:35:20,2,1998OH_20s_b2x2-125_R.fit
167,R,20.0,2019-06-04T00:35:43,2,1998OH_20s_b2x2-126_R.fit
168,R,20.0,2019-06-04T00:36:05,2,1998OH_20s_b2x2-127_R.fit
169,R,20.0,2019-06-04T00:36:28,2,1998OH_20s_b2x2-128_R.fit
170,R,20.0,2019-06-04T00:36:51,2,1998OH_20s_b2x2-129_R.fit
171,R,20.0,2019-06-04T00:37:14,2,1998OH_20s_b2x2-130_R.fit
172,R,20.0,2019-06-04T00:37:37,2,1998OH_20s_b2x2-131_R.fit
173,R,20.0,2019-06-04T00:38:00,2,1998OH_20s_b2x2-132_R.fit
174,R,20.0,2019-06-04T00:38:25,2,1998OH_20s_b2x2-133_R.fit
175,R,20.0,2019-06-04T00:38:48,2,1998OH_20s_b2x2-134_R.fit
176,R,20.0,2019-06-04T00:39:10,2,1998OH_20s_b2x2-135_R.fit
177,R,20.0,2019-06-04T00:39:33,2,1998OH_20s_b2x2-136_R.fit
178,R,220.0,2019-06-04T02:32:10,2,24604_220s_b2x2-001_R.fit
179,R,220.0,2019-06-04T02:35:54,2,24604_220s_b2x2-002_R.fit
180,R,220.0,2019-06-04T02:39:37,2,24604_220s_b2x2-003_R.fit
181,R,220.0,2019-06-04T02:43:20,2,24604_220s_b2x2-004_R.fit
182,R,10.0,2019-06-04T02:11:17,2,PG1407-013_10s_b2x2-001_R.fit
183,R,10.0,2019-06-04T02:11:32,2,PG1407-013_10s_b2x2-002_R.fit
184,R,10.0,2019-06-04T02:11:46,2,PG1407-013_10s_b2x2-003_R.fit
185,R,10.0,2019-06-04T02:11:57,2,PG1407-013_10s_b2x2-004_R.fit
186,R,10.0,2019-06-04T03:12:38,2,PG1407-013_10s_b2x2-005_R.fit
187,R,10.0,2019-06-04T03:12:53,2,PG1407-013_10s_b2x2-006_R.fit
188,R,10.0,2019-06-04T03:13:07,2,PG1407-013_10s_b2x2-007_R.fit
189,R,10.0,2019-06-04T03:13:20,2,PG1407-013_10s_b2x2-008_R.fit
190,R,10.0,2019-06-04T04:08:22,2,PG1407-013_10s_b2x2-009_R.fit
